/out X,/out Y,/in X,/in Y
1.395294410793947e-06,1.099255970581185,1.395294410793947e-06,1.1
1.415294410793947e-06,1.099255970582443,1.415294410793947e-06,1.1
1.435294410793947e-06,1.099255970582701,1.435294410793947e-06,1.1
1.455294410793947e-06,1.099255970582663,1.455294410793947e-06,1.1
1.475294410793947e-06,1.099255970582592,1.475294410793947e-06,1.1
1.495294410793947e-06,1.099255970582551,1.495294410793947e-06,1.1
1.51001e-06,1.099255970582538,1.51001e-06,1.1
1.510012008193196e-06,1.098661459446277,1.510012008193196e-06,1.079918068039825
1.51001349997549e-06,1.098082368872438,1.51001349997549e-06,1.065000245101781
1.510015878694894e-06,1.096858844787521,1.510015878694894e-06,1.041213051060937
1.51001709150122e-06,1.096105132897712,1.51001709150122e-06,1.029084987796945
1.510018257909816e-06,1.095308775623488,1.510018257909816e-06,1.017420901837117
1.510019128954908e-06,1.094673124084444,1.510019128954908e-06,1.008710450918237
1.51002e-06,1.09400592923344,1.51002e-06,1
1.510020111539504e-06,1.093931265336672,1.510020111539504e-06,1
1.510020230934379e-06,1.093849412517954,1.510020230934379e-06,1
1.510020397345356e-06,1.093737614732844,1.510020397345356e-06,1
1.510020666370884e-06,1.093563476741832,1.510020666370884e-06,1
1.510021104250702e-06,1.093294721962463,1.510021104250702e-06,1
1.51002160536797e-06,1.093006194124718,1.51002160536797e-06,1
1.510022172243435e-06,1.09270096258545,1.510022172243435e-06,1
1.510022834391962e-06,1.09236920454929,1.510022834391962e-06,1
1.510023607908681e-06,1.092010972683556,1.510023607908681e-06,1
1.510024502288941e-06,1.09163043887877,1.510024502288941e-06,1
1.510025512662395e-06,1.091237135931281,1.510025512662395e-06,1
1.510026634705882e-06,1.090838295221579,1.510026634705882e-06,1
1.510027876344069e-06,1.090435601944088,1.510027876344069e-06,1
1.510029257744857e-06,1.090027243325966,1.510029257744857e-06,1
1.51003080960791e-06,1.089609943506293,1.51003080960791e-06,1
1.510032572883565e-06,1.089180062771424,1.510032572883565e-06,1
1.510034601143747e-06,1.08873389905219,1.510034601143747e-06,1
1.510036966909257e-06,1.088267431343113,1.510036966909257e-06,1
1.510039773432238e-06,1.087775843981387,1.510039773432238e-06,1
1.510043094791005e-06,1.087264734355316,1.510043094791005e-06,1
1.510046876438075e-06,1.086758796421323,1.510046876438075e-06,1
1.510051204207302e-06,1.08626064494761,1.510051204207302e-06,1
1.51005617414811e-06,1.085775376339053,1.51005617414811e-06,1
1.510061755345261e-06,1.085320971017944,1.510061755345261e-06,1
1.510068092298783e-06,1.084900039090394,1.510068092298783e-06,1
1.510075361842113e-06,1.0845185292936,1.510075361842113e-06,1
1.510083630961797e-06,1.084190946791317,1.510083630961797e-06,1
1.510092837913615e-06,1.083932490849888,1.510092837913615e-06,1
1.510102713393921e-06,1.083753212756994,1.510102713393921e-06,1
1.510113044262784e-06,1.083649768117396,1.510113044262784e-06,1
1.510124003353813e-06,1.083611487605417,1.510124003353813e-06,1
1.510135790657237e-06,1.083631344183266,1.510135790657237e-06,1
1.510148625055493e-06,1.083704885016385,1.510148625055493e-06,1
1.510162757211711e-06,1.083829283180509,1.510162757211711e-06,1
1.510178469789275e-06,1.084002579654439,1.510178469789275e-06,1
1.510196114807918e-06,1.084223472891354,1.510196114807918e-06,1
1.510216162203414e-06,1.08449150830897,1.510216162203414e-06,1
1.510239269143694e-06,1.084807450965482,1.510239269143694e-06,1
1.510266392587046e-06,1.085173759437042,1.510266392587046e-06,1
1.510298986726624e-06,1.085595071830551,1.510298986726624e-06,1
1.510339383291217e-06,1.08607851596905,1.510339383291217e-06,1
1.510391598909256e-06,1.086632970515427,1.510391598909256e-06,1
1.510463279318722e-06,1.087263384709097,1.510463279318722e-06,1
